Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_003704035.1	Primary Assembly	Un			ML113233.1	Chromosome		NW_024590666.1	unplaced-scaffold	21495			scaffold01089
GCF_003704035.1	Primary Assembly	Un			ML113234.1	Chromosome		NW_024590667.1	unplaced-scaffold	17183			scaffold01090
GCF_003704035.1	Primary Assembly	Un			ML113235.1	Chromosome		NW_024590668.1	unplaced-scaffold	17782			scaffold01091
GCF_003704035.1	Primary Assembly	Un			ML113236.1	Chromosome		NW_024590669.1	unplaced-scaffold	17547			scaffold01092
GCF_003704035.1	Primary Assembly	Un			ML113237.1	Chromosome		NW_024590670.1	unplaced-scaffold	18478			scaffold01093
GCF_003704035.1	Primary Assembly	Un			ML113238.1	Chromosome		NW_024590671.1	unplaced-scaffold	18785			scaffold01094
GCF_003704035.1	Primary Assembly	Un			ML113239.1	Chromosome		NW_024590672.1	unplaced-scaffold	17078			scaffold01095
GCF_003704035.1	Primary Assembly	Un			ML113240.1	Chromosome		NW_024590673.1	unplaced-scaffold	20528			scaffold01096
GCF_003704035.1	Primary Assembly	Un			ML113241.1	Chromosome		NW_024590674.1	unplaced-scaffold	19553			scaffold01097
GCF_003704035.1	Primary Assembly	Un			ML113242.1	Chromosome		NW_024590675.1	unplaced-scaffold	18071			scaffold01098
GCF_003704035.1	Primary Assembly	Un			ML113243.1	Chromosome		NW_024590676.1	unplaced-scaffold	17896			scaffold01099
GCF_003704035.1	Primary Assembly	Un			ML113244.1	Chromosome		NW_024590677.1	unplaced-scaffold	17452			scaffold01100
GCF_003704035.1	Primary Assembly	Un			ML113245.1	Chromosome		NW_024590678.1	unplaced-scaffold	17948			scaffold01101
GCF_003704035.1	Primary Assembly	Un			ML113246.1	Chromosome		NW_024590679.1	unplaced-scaffold	18203			scaffold01102
GCF_003704035.1	Primary Assembly	Un			ML113247.1	Chromosome		NW_024590680.1	unplaced-scaffold	17182			scaffold01103
GCF_003704035.1	Primary Assembly	Un			ML113248.1	Chromosome		NW_024590681.1	unplaced-scaffold	15574			scaffold01104
GCF_003704035.1	Primary Assembly	Un			ML113249.1	Chromosome		NW_024590683.1	unplaced-scaffold	17157			scaffold01106
GCF_003704035.1	Primary Assembly	Un			ML113250.1	Chromosome		NW_024590685.1	unplaced-scaffold	18049			scaffold01108
GCF_003704035.1	Primary Assembly	Un			ML113251.1	Chromosome		NW_024590686.1	unplaced-scaffold	19740			scaffold01109
GCF_003704035.1	Primary Assembly	Un			ML113252.1	Chromosome		NW_024590687.1	unplaced-scaffold	16230			scaffold01110
GCF_003704035.1	Primary Assembly	Un			ML113253.1	Chromosome		NW_024590689.1	unplaced-scaffold	16489			scaffold01112
GCF_003704035.1	Primary Assembly	Un			ML113254.1	Chromosome		NW_024590690.1	unplaced-scaffold	17237			scaffold01113
GCF_003704035.1	Primary Assembly	Un			ML113255.1	Chromosome		NW_024590692.1	unplaced-scaffold	17572			scaffold01115
GCF_003704035.1	Primary Assembly	Un			ML113256.1	Chromosome		NW_024590693.1	unplaced-scaffold	18615			scaffold01116
GCF_003704035.1	Primary Assembly	Un			ML113257.1	Chromosome		NW_024590694.1	unplaced-scaffold	16767			scaffold01117
GCF_003704035.1	Primary Assembly	Un			ML113258.1	Chromosome		NW_024590695.1	unplaced-scaffold	17065			scaffold01118
GCF_003704035.1	Primary Assembly	Un			ML113259.1	Chromosome		NW_024590696.1	unplaced-scaffold	18110			scaffold01119
GCF_003704035.1	Primary Assembly	Un			ML113260.1	Chromosome		NW_024590697.1	unplaced-scaffold	18294			scaffold01120
GCF_003704035.1	Primary Assembly	Un			ML113261.1	Chromosome		NW_024590698.1	unplaced-scaffold	15998			scaffold01121
GCF_003704035.1	Primary Assembly	Un			ML113262.1	Chromosome		NW_024590699.1	unplaced-scaffold	16868			scaffold01122
GCF_003704035.1	Primary Assembly	Un			ML113263.1	Chromosome		NW_024590700.1	unplaced-scaffold	16749			scaffold01123
GCF_003704035.1	Primary Assembly	Un			ML113264.1	Chromosome		NW_024590701.1	unplaced-scaffold	17478			scaffold01124
GCF_003704035.1	Primary Assembly	Un			ML113265.1	Chromosome		NW_024590703.1	unplaced-scaffold	18522			scaffold01126
GCF_003704035.1	Primary Assembly	Un			ML113266.1	Chromosome		NW_024590704.1	unplaced-scaffold	16628			scaffold01127
GCF_003704035.1	Primary Assembly	Un			ML113267.1	Chromosome		NW_024590705.1	unplaced-scaffold	18376			scaffold01128
GCF_003704035.1	Primary Assembly	Un			ML113268.1	Chromosome		NW_024590706.1	unplaced-scaffold	18334			scaffold01129
GCF_003704035.1	Primary Assembly	Un			ML113269.1	Chromosome		NW_024590708.1	unplaced-scaffold	17679			scaffold01131
GCF_003704035.1	Primary Assembly	Un			ML113270.1	Chromosome		NW_024590709.1	unplaced-scaffold	18656			scaffold01132
GCF_003704035.1	Primary Assembly	Un			ML113271.1	Chromosome		NW_024590710.1	unplaced-scaffold	17660			scaffold01134
GCF_003704035.1	Primary Assembly	Un			ML113272.1	Chromosome		NW_024590711.1	unplaced-scaffold	16717			scaffold01136
GCF_003704035.1	Primary Assembly	Un			ML113273.1	Chromosome		NW_024590712.1	unplaced-scaffold	17505			scaffold01137
GCF_003704035.1	Primary Assembly	Un			ML113274.1	Chromosome		NW_024590714.1	unplaced-scaffold	16543			scaffold01139
GCF_003704035.1	Primary Assembly	Un			ML113275.1	Chromosome		NW_024590715.1	unplaced-scaffold	16778			scaffold01140
GCF_003704035.1	Primary Assembly	Un			ML113276.1	Chromosome		NW_024590716.1	unplaced-scaffold	16764			scaffold01141
GCF_003704035.1	Primary Assembly	Un			ML113277.1	Chromosome		NW_024590717.1	unplaced-scaffold	16790			scaffold01142
GCF_003704035.1	Primary Assembly	Un			ML113278.1	Chromosome		NW_024590718.1	unplaced-scaffold	18954			scaffold01143
GCF_003704035.1	Primary Assembly	Un			ML113279.1	Chromosome		NW_024590719.1	unplaced-scaffold	17557			scaffold01144
GCF_003704035.1	Primary Assembly	Un			ML113280.1	Chromosome		NW_024590720.1	unplaced-scaffold	17425			scaffold01145
GCF_003704035.1	Primary Assembly	Un			ML113281.1	Chromosome		NW_024590721.1	unplaced-scaffold	23468			scaffold01146
GCF_003704035.1	Primary Assembly	Un			ML113282.1	Chromosome		NW_024590722.1	unplaced-scaffold	16750			scaffold01147
GCF_003704035.1	Primary Assembly	Un			ML113283.1	Chromosome		NW_024590723.1	unplaced-scaffold	18132			scaffold01148
GCF_003704035.1	Primary Assembly	Un			ML113284.1	Chromosome		NW_024590724.1	unplaced-scaffold	19887			scaffold01149
GCF_003704035.1	Primary Assembly	Un			ML113285.1	Chromosome		NW_024590726.1	unplaced-scaffold	17093			scaffold01151
GCF_003704035.1	Primary Assembly	Un			ML113286.1	Chromosome		NW_024590727.1	unplaced-scaffold	18518			scaffold01152
GCF_003704035.1	Primary Assembly	Un			ML113287.1	Chromosome		NW_024590728.1	unplaced-scaffold	16134			scaffold01153
GCF_003704035.1	Primary Assembly	Un			ML113288.1	Chromosome		NW_024590730.1	unplaced-scaffold	16467			scaffold01155
GCF_003704035.1	Primary Assembly	Un			ML113289.1	Chromosome		NW_024590731.1	unplaced-scaffold	17234			scaffold01157
GCF_003704035.1	Primary Assembly	Un			ML113290.1	Chromosome		NW_024590732.1	unplaced-scaffold	16319			scaffold01158
GCF_003704035.1	Primary Assembly	Un			ML113291.1	Chromosome		NW_024590733.1	unplaced-scaffold	18751			scaffold01159
GCF_003704035.1	Primary Assembly	Un			ML113292.1	Chromosome		NW_024590734.1	unplaced-scaffold	16454			scaffold01160
GCF_003704035.1	Primary Assembly	Un			ML113293.1	Chromosome		NW_024590735.1	unplaced-scaffold	17496			scaffold01161
GCF_003704035.1	Primary Assembly	Un			ML113294.1	Chromosome		NW_024590736.1	unplaced-scaffold	16167			scaffold01162
GCF_003704035.1	Primary Assembly	Un			ML113295.1	Chromosome		NW_024590737.1	unplaced-scaffold	16054			scaffold01163
GCF_003704035.1	Primary Assembly	Un			ML113296.1	Chromosome		NW_024590738.1	unplaced-scaffold	16181			scaffold01164
GCF_003704035.1	Primary Assembly	Un			ML113297.1	Chromosome		NW_024590739.1	unplaced-scaffold	16475			scaffold01165
GCF_003704035.1	Primary Assembly	Un			ML113298.1	Chromosome		NW_024590741.1	unplaced-scaffold	17850			scaffold01167
GCF_003704035.1	Primary Assembly	Un			ML113299.1	Chromosome		NW_024590743.1	unplaced-scaffold	16121			scaffold01169
GCF_003704035.1	Primary Assembly	Un			ML113300.1	Chromosome		NW_024590744.1	unplaced-scaffold	16764			scaffold01170
GCF_003704035.1	Primary Assembly	Un			ML113301.1	Chromosome		NW_024590745.1	unplaced-scaffold	16671			scaffold01171
GCF_003704035.1	Primary Assembly	Un			ML113302.1	Chromosome		NW_024590746.1	unplaced-scaffold	15207			scaffold01172
GCF_003704035.1	Primary Assembly	Un			ML113303.1	Chromosome		NW_024590747.1	unplaced-scaffold	20920			scaffold01173
GCF_003704035.1	Primary Assembly	Un			ML113304.1	Chromosome		NW_024590748.1	unplaced-scaffold	17111			scaffold01174
GCF_003704035.1	Primary Assembly	Un			ML113305.1	Chromosome		NW_024590749.1	unplaced-scaffold	16695			scaffold01175
GCF_003704035.1	Primary Assembly	Un			ML113306.1	Chromosome		NW_024590750.1	unplaced-scaffold	16052			scaffold01176
GCF_003704035.1	Primary Assembly	Un			ML113307.1	Chromosome		NW_024590751.1	unplaced-scaffold	17429			scaffold01178
GCF_003704035.1	Primary Assembly	Un			ML113308.1	Chromosome		NW_024590752.1	unplaced-scaffold	15936			scaffold01179
GCF_003704035.1	Primary Assembly	Un			ML113309.1	Chromosome		NW_024590753.1	unplaced-scaffold	17477			scaffold01180
GCF_003704035.1	Primary Assembly	Un			ML113310.1	Chromosome		NW_024590754.1	unplaced-scaffold	16196			scaffold01181
GCF_003704035.1	Primary Assembly	Un			ML113311.1	Chromosome		NW_024590756.1	unplaced-scaffold	15917			scaffold01183
GCF_003704035.1	Primary Assembly	Un			ML113312.1	Chromosome		NW_024590757.1	unplaced-scaffold	16295			scaffold01184
GCF_003704035.1	Primary Assembly	Un			ML113313.1	Chromosome		NW_024590758.1	unplaced-scaffold	15784			scaffold01185
GCF_003704035.1	Primary Assembly	Un			ML113314.1	Chromosome		NW_024590759.1	unplaced-scaffold	16685			scaffold01186
GCF_003704035.1	Primary Assembly	Un			ML113315.1	Chromosome		NW_024590760.1	unplaced-scaffold	21719			scaffold01187
GCF_003704035.1	Primary Assembly	Un			ML113316.1	Chromosome		NW_024590761.1	unplaced-scaffold	15598			scaffold01188
GCF_003704035.1	Primary Assembly	Un			ML113317.1	Chromosome		NW_024590762.1	unplaced-scaffold	15360			scaffold01189
GCF_003704035.1	Primary Assembly	Un			ML113318.1	Chromosome		NW_024590763.1	unplaced-scaffold	16432			scaffold01190
GCF_003704035.1	Primary Assembly	Un			ML113319.1	Chromosome		NW_024590766.1	unplaced-scaffold	15408			scaffold01193
GCF_003704035.1	Primary Assembly	Un			ML113320.1	Chromosome		NW_024590767.1	unplaced-scaffold	15699			scaffold01194
GCF_003704035.1	Primary Assembly	Un			ML113321.1	Chromosome		NW_024590769.1	unplaced-scaffold	15808			scaffold01196
GCF_003704035.1	Primary Assembly	Un			ML113322.1	Chromosome		NW_024590770.1	unplaced-scaffold	16943			scaffold01197
GCF_003704035.1	Primary Assembly	Un			ML113323.1	Chromosome		NW_024590771.1	unplaced-scaffold	19587			scaffold01198
GCF_003704035.1	Primary Assembly	Un			ML113324.1	Chromosome		NW_024590772.1	unplaced-scaffold	15974			scaffold01199
GCF_003704035.1	Primary Assembly	Un			ML113325.1	Chromosome		NW_024590773.1	unplaced-scaffold	18665			scaffold01200
GCF_003704035.1	Primary Assembly	Un			ML113326.1	Chromosome		NW_024590775.1	unplaced-scaffold	22004			scaffold01203
GCF_003704035.1	Primary Assembly	Un			ML113327.1	Chromosome		NW_024590776.1	unplaced-scaffold	15230			scaffold01204
GCF_003704035.1	Primary Assembly	Un			ML113328.1	Chromosome		NW_024590777.1	unplaced-scaffold	15584			scaffold01205
GCF_003704035.1	Primary Assembly	Un			ML113329.1	Chromosome		NW_024590778.1	unplaced-scaffold	16157			scaffold01206
GCF_003704035.1	Primary Assembly	Un			ML113330.1	Chromosome		NW_024590779.1	unplaced-scaffold	16383			scaffold01207
GCF_003704035.1	Primary Assembly	Un			ML113331.1	Chromosome		NW_024590781.1	unplaced-scaffold	17511			scaffold01209
GCF_003704035.1	Primary Assembly	Un			ML113332.1	Chromosome		NW_024590782.1	unplaced-scaffold	15806			scaffold01210
GCF_003704035.1	Primary Assembly	Un			ML113333.1	Chromosome		NW_024590783.1	unplaced-scaffold	16736			scaffold01211
GCF_003704035.1	Primary Assembly	Un			ML113334.1	Chromosome		NW_024590785.1	unplaced-scaffold	15559			scaffold01213
GCF_003704035.1	Primary Assembly	Un			ML113335.1	Chromosome		NW_024590786.1	unplaced-scaffold	18603			scaffold01214
GCF_003704035.1	Primary Assembly	Un			ML113336.1	Chromosome		NW_024590787.1	unplaced-scaffold	15725			scaffold01215
GCF_003704035.1	Primary Assembly	Un			ML113337.1	Chromosome		NW_024590788.1	unplaced-scaffold	22831			scaffold01216
GCF_003704035.1	Primary Assembly	Un			ML113338.1	Chromosome		NW_024590790.1	unplaced-scaffold	15616			scaffold01218
GCF_003704035.1	Primary Assembly	Un			ML113339.1	Chromosome		NW_024590791.1	unplaced-scaffold	15406			scaffold01219
GCF_003704035.1	Primary Assembly	Un			ML113340.1	Chromosome		NW_024590792.1	unplaced-scaffold	17135			scaffold01220
GCF_003704035.1	Primary Assembly	Un			ML113341.1	Chromosome		NW_024590793.1	unplaced-scaffold	15149			scaffold01221
GCF_003704035.1	Primary Assembly	Un			ML113342.1	Chromosome		NW_024590794.1	unplaced-scaffold	15409			scaffold01222
GCF_003704035.1	Primary Assembly	Un			ML113343.1	Chromosome		NW_024590796.1	unplaced-scaffold	14103			scaffold01224
GCF_003704035.1	Primary Assembly	Un			ML113344.1	Chromosome		NW_024590797.1	unplaced-scaffold	14974			scaffold01225
GCF_003704035.1	Primary Assembly	Un			ML113345.1	Chromosome		NW_024590798.1	unplaced-scaffold	16213			scaffold01226
GCF_003704035.1	Primary Assembly	Un			ML113346.1	Chromosome		NW_024590799.1	unplaced-scaffold	17292			scaffold01227
GCF_003704035.1	Primary Assembly	Un			ML113347.1	Chromosome		NW_024590800.1	unplaced-scaffold	16764			scaffold01228
GCF_003704035.1	Primary Assembly	Un			ML113348.1	Chromosome		NW_024590801.1	unplaced-scaffold	18180			scaffold01229
GCF_003704035.1	Primary Assembly	Un			ML113349.1	Chromosome		NW_024590802.1	unplaced-scaffold	15079			scaffold01230
GCF_003704035.1	Primary Assembly	Un			ML113350.1	Chromosome		NW_024590803.1	unplaced-scaffold	16656			scaffold01231
GCF_003704035.1	Primary Assembly	Un			ML113351.1	Chromosome		NW_024590804.1	unplaced-scaffold	16441			scaffold01232
GCF_003704035.1	Primary Assembly	Un			ML113352.1	Chromosome		NW_024590806.1	unplaced-scaffold	15267			scaffold01234
GCF_003704035.1	Primary Assembly	Un			ML113353.1	Chromosome		NW_024590807.1	unplaced-scaffold	14737			scaffold01235
GCF_003704035.1	Primary Assembly	Un			ML113354.1	Chromosome		NW_024590808.1	unplaced-scaffold	15374			scaffold01237
GCF_003704035.1	Primary Assembly	Un			ML113355.1	Chromosome		NW_024590809.1	unplaced-scaffold	16734			scaffold01238
GCF_003704035.1	Primary Assembly	Un			ML113356.1	Chromosome		NW_024590810.1	unplaced-scaffold	14910			scaffold01239
GCF_003704035.1	Primary Assembly	Un			ML113357.1	Chromosome		NW_024590812.1	unplaced-scaffold	17983			scaffold01242
GCF_003704035.1	Primary Assembly	Un			ML113358.1	Chromosome		NW_024590814.1	unplaced-scaffold	16985			scaffold01244
GCF_003704035.1	Primary Assembly	Un			ML113359.1	Chromosome		NW_024590815.1	unplaced-scaffold	15188			scaffold01245
GCF_003704035.1	Primary Assembly	Un			ML113360.1	Chromosome		NW_024590817.1	unplaced-scaffold	17297			scaffold01247
GCF_003704035.1	Primary Assembly	Un			ML113361.1	Chromosome		NW_024590819.1	unplaced-scaffold	17180			scaffold01249
GCF_003704035.1	Primary Assembly	Un			ML113362.1	Chromosome		NW_024590820.1	unplaced-scaffold	17459			scaffold01250
GCF_003704035.1	Primary Assembly	Un			ML113363.1	Chromosome		NW_024590821.1	unplaced-scaffold	14889			scaffold01251
GCF_003704035.1	Primary Assembly	Un			ML113364.1	Chromosome		NW_024590822.1	unplaced-scaffold	15789			scaffold01252
GCF_003704035.1	Primary Assembly	Un			ML113365.1	Chromosome		NW_024590823.1	unplaced-scaffold	15052			scaffold01253
GCF_003704035.1	Primary Assembly	Un			ML113366.1	Chromosome		NW_024590824.1	unplaced-scaffold	15942			scaffold01254
GCF_003704035.1	Primary Assembly	Un			ML113367.1	Chromosome		NW_024590825.1	unplaced-scaffold	16939			scaffold01255
GCF_003704035.1	Primary Assembly	Un			ML113368.1	Chromosome		NW_024590826.1	unplaced-scaffold	16586			scaffold01256
GCF_003704035.1	Primary Assembly	Un			ML113369.1	Chromosome		NW_024590827.1	unplaced-scaffold	14511			scaffold01257
GCF_003704035.1	Primary Assembly	Un			ML113370.1	Chromosome		NW_024590829.1	unplaced-scaffold	14788			scaffold01259
GCF_003704035.1	Primary Assembly	Un			ML113371.1	Chromosome		NW_024590830.1	unplaced-scaffold	16748			scaffold01260
GCF_003704035.1	Primary Assembly	Un			ML113372.1	Chromosome		NW_024590832.1	unplaced-scaffold	15801			scaffold01262
GCF_003704035.1	Primary Assembly	Un			ML113373.1	Chromosome		NW_024590833.1	unplaced-scaffold	14659			scaffold01263
GCF_003704035.1	Primary Assembly	Un			ML113374.1	Chromosome		NW_024590836.1	unplaced-scaffold	16180			scaffold01266
GCF_003704035.1	Primary Assembly	Un			ML113375.1	Chromosome		NW_024590837.1	unplaced-scaffold	14131			scaffold01267
GCF_003704035.1	Primary Assembly	Un			ML113376.1	Chromosome		NW_024590838.1	unplaced-scaffold	14776			scaffold01268
GCF_003704035.1	Primary Assembly	Un			ML113377.1	Chromosome		NW_024590839.1	unplaced-scaffold	14221			scaffold01269
GCF_003704035.1	Primary Assembly	Un			ML113378.1	Chromosome		NW_024590840.1	unplaced-scaffold	14673			scaffold01270
GCF_003704035.1	Primary Assembly	Un			ML113379.1	Chromosome		NW_024590841.1	unplaced-scaffold	14498			scaffold01271
GCF_003704035.1	Primary Assembly	Un			ML113380.1	Chromosome		NW_024590842.1	unplaced-scaffold	16270			scaffold01272
GCF_003704035.1	Primary Assembly	Un			ML113381.1	Chromosome		NW_024590843.1	unplaced-scaffold	15950			scaffold01273
GCF_003704035.1	Primary Assembly	Un			ML113382.1	Chromosome		NW_024590844.1	unplaced-scaffold	14939			scaffold01274
GCF_003704035.1	Primary Assembly	Un			ML113383.1	Chromosome		NW_024590845.1	unplaced-scaffold	15012			scaffold01275
GCF_003704035.1	Primary Assembly	Un			ML113384.1	Chromosome		NW_024590846.1	unplaced-scaffold	16210			scaffold01276
GCF_003704035.1	Primary Assembly	Un			ML113385.1	Chromosome		NW_024590847.1	unplaced-scaffold	23607			scaffold01277
GCF_003704035.1	Primary Assembly	Un			ML113386.1	Chromosome		NW_024590848.1	unplaced-scaffold	14364			scaffold01278
GCF_003704035.1	Primary Assembly	Un			ML113387.1	Chromosome		NW_024590849.1	unplaced-scaffold	16328			scaffold01280
GCF_003704035.1	Primary Assembly	Un			ML113388.1	Chromosome		NW_024590850.1	unplaced-scaffold	14832			scaffold01281
GCF_003704035.1	Primary Assembly	Un			ML113389.1	Chromosome		NW_024590851.1	unplaced-scaffold	14181			scaffold01282
GCF_003704035.1	Primary Assembly	Un			ML113390.1	Chromosome		NW_024590852.1	unplaced-scaffold	14272			scaffold01283
GCF_003704035.1	Primary Assembly	Un			ML113391.1	Chromosome		NW_024590853.1	unplaced-scaffold	15388			scaffold01284
GCF_003704035.1	Primary Assembly	Un			ML113392.1	Chromosome		NW_024590854.1	unplaced-scaffold	15583			scaffold01285
GCF_003704035.1	Primary Assembly	Un			ML113393.1	Chromosome		NW_024590855.1	unplaced-scaffold	13462			scaffold01286
GCF_003704035.1	Primary Assembly	Un			ML113394.1	Chromosome		NW_024590856.1	unplaced-scaffold	14208			scaffold01287
GCF_003704035.1	Primary Assembly	Un			ML113395.1	Chromosome		NW_024590857.1	unplaced-scaffold	17408			scaffold01288
GCF_003704035.1	Primary Assembly	Un			ML113396.1	Chromosome		NW_024590858.1	unplaced-scaffold	14780			scaffold01289
GCF_003704035.1	Primary Assembly	Un			ML113397.1	Chromosome		NW_024590859.1	unplaced-scaffold	15208			scaffold01290
GCF_003704035.1	Primary Assembly	Un			ML113398.1	Chromosome		NW_024590860.1	unplaced-scaffold	13812			scaffold01291
GCF_003704035.1	Primary Assembly	Un			ML113399.1	Chromosome		NW_024590861.1	unplaced-scaffold	14757			scaffold01292
GCF_003704035.1	Primary Assembly	Un			ML113400.1	Chromosome		NW_024590862.1	unplaced-scaffold	14094			scaffold01293
